Time,Altitude,Velocity,Temperature (F),Voltage
33.55,6445,-56,48.34,9.40
33.60,6453,-55,48.36,9.40
33.65,6447,-56,48.34,9.40
33.70,6432,-58,48.34,9.40
33.75,6422,-60,48.36,9.40
33.80,6417,-61,48.36,9.40
33.85,6407,-60,48.36,9.40
33.90,6405,-59,48.34,9.40
33.95,6406,-58,48.34,9.40
34.00,6408,-59,48.33,9.40
34.05,6412,-62,48.31,9.40
34.10,6407,-66,48.31,9.40
34.15,6397,-70,48.33,9.40
34.20,6389,-72,48.33,9.40
34.25,6382,-73,48.33,9.40
34.30,6387,-74,48.34,9.40
34.35,6384,-75,48.34,9.40
34.40,6377,-78,48.34,9.40
34.45,6368,-81,48.34,9.40
34.50,6367,-85,48.36,9.40
34.55,6369,-88,48.36,9.40
34.60,6358,-90,48.36,9.40
34.65,6355,-90,48.38,9.40
34.70,6345,-88,48.38,9.40
34.75,6343,-86,48.38,9.40
34.80,6345,-84,48.38,9.40
34.85,6351,-83,48.38,9.40
34.90,6359,-83,48.38,9.40
34.95,6359,-84,48.38,9.40
35.00,6349,-85,48.38,9.40
35.05,6335,-86,48.38,9.40
35.10,6322,-84,48.38,9.40
35.15,6317,-82,48.38,9.40
35.20,6313,-80,48.38,9.40
35.25,6316,-78,48.36,9.40
35.30,6313,-77,48.34,9.40
35.35,6309,-77,48.34,9.40
35.40,6297,-77,48.34,9.40
35.45,6283,-77,48.36,9.40
35.50,6274,-76,48.36,9.40
35.55,6268,-75,48.34,9.40
35.60,6265,-74,48.34,9.40
35.65,6261,-73,48.36,9.40
35.70,6256,-72,48.36,9.40
35.75,6253,-73,48.38,9.40
35.80,6249,-74,48.38,9.40
35.85,6246,-75,48.42,9.40
35.90,6243,-76,48.42,9.40
35.95,6240,-76,48.42,9.40
36.00,6238,-73,48.42,9.40
36.05,6236,-69,48.42,9.40
36.10,6238,-65,48.42,9.40
36.15,6235,-61,48.42,9.40
36.20,6240,-60,48.42,9.40
36.25,6236,-59,48.42,9.40
36.30,6231,-59,48.42,9.40
36.35,6224,-59,48.38,9.40
36.40,6220,-59,48.38,9.40
36.45,6219,-58,48.38,9.40
36.50,6216,-57,48.36,9.40
36.55,6217,-56,48.36,9.40
36.60,6213,-55,48.38,9.40
36.65,6208,-54,48.36,9.40
36.70,6206,-52,48.38,9.40
36.75,6202,-50,48.38,9.40
36.80,6203,-48,48.38,9.40
36.85,6205,-46,48.38,9.40
36.90,6203,-43,48.42,9.40
36.95,6201,-41,48.42,9.40
37.00,6199,-39,48.43,9.40
37.05,6200,-40,48.43,9.40
37.10,6204,-41,48.43,9.40
37.15,6202,-43,48.45,9.40
37.20,6201,-45,48.45,9.40
37.25,6197,-45,48.45,9.40
37.30,6190,-44,48.45,9.40
37.35,6182,-44,48.45,9.40
37.40,6171,-44,48.45,9.40
37.45,6162,-45,48.47,9.40
37.50,6157,-47,48.45,9.40
37.55,6155,-50,48.45,9.40
37.60,6155,-54,48.45,9.40
37.65,6155,-58,48.42,9.40
37.70,6156,-62,48.42,9.40
37.75,6155,-64,48.42,9.40
37.80,6155,-66,48.42,9.40
37.85,6155,-67,48.42,9.40
37.90,6162,-66,48.42,9.40
37.95,6172,-65,48.42,9.40
38.00,6165,-63,48.42,9.40
38.05,6157,-61,48.43,9.40
38.10,6149,-61,48.43,9.40
38.15,6144,-61,48.45,9.40
38.20,6146,-63,48.45,9.40
38.25,6147,-65,48.47,9.40
38.30,6140,-66,48.47,9.40
38.35,6138,-66,48.47,9.40
38.40,6135,-65,48.47,9.40
38.45,6126,-64,48.47,9.40
38.50,6119,-63,48.47,9.40
38.55,6113,-64,48.47,9.40
38.60,6097,-65,48.47,9.40
38.65,6076,-67,48.47,9.40
38.70,6076,-70,48.47,9.40
38.75,6075,-73,48.47,9.40
38.80,6071,-75,48.45,9.40
38.85,6070,-78,48.45,9.40
38.90,6070,-80,48.43,9.40
38.95,6079,-82,48.43,9.40
39.00,6084,-83,48.43,9.40
39.05,6088,-82,48.45,9.40
39.10,6087,-80,48.45,9.40
39.15,6082,-78,48.47,9.40
39.20,6065,-77,48.47,9.40
39.25,6055,-75,48.47,9.40
39.30,6049,-74,48.49,9.40
39.35,6046,-74,48.47,9.40
39.40,6040,-73,48.47,9.40
39.45,6034,-72,48.47,9.40
39.50,6034,-70,48.49,9.40
39.55,6036,-67,48.49,9.40
39.60,6023,-65,48.49,9.40
39.65,6015,-64,48.49,9.40
39.70,6012,-64,48.49,9.40
39.75,6011,-64,48.49,9.40
39.80,6007,-64,48.47,9.40
39.85,6004,-64,48.47,9.40
39.90,6000,-65,48.47,9.40
